feature_key,normalized_feature,capability_label,datasheet-axis-m3905-r-dome-camera-en-US-506723,normalized_feature_h6-xp-dome-camera-datasheet,capability_label_h6-xp-dome-camera-datasheet,h6-xp-dome-camera-datasheet,normalized_feature_video-security-cd22-datasheet,capability_label_video-security-cd22-datasheet,video-security-cd22-datasheet,representative_feature
video_security_cloud_license_pricing_newcapacity,,,missing,,,missing,the product provides video security cloud license pricing (new/capacity increase).,The product provides video Security Cloud License pricing (New/Capacity Increase).,present,the product provides video security cloud license pricing (new/capacity increase).
video_security_cloud_license_pricing_renewal,,,missing,,,missing,the product provides video security cloud license pricing (renewal).,The product provides video Security Cloud License pricing (Renewal).,present,the product provides video security cloud license pricing (renewal).
videoaveragebitratedegradationlivestreamopen_japanvcciclassa,"the product provides the product provides video:averagebitratedegradation,livestreamopen, japan:vcciclassa,.","The product provides the product provides Video:averagebitratedegradation,livestreamopen, Japan:VCCIClassA,.",present,,,missing,,,missing,"the product provides the product provides video:averagebitratedegradation,livestreamopen, japan:vcciclassa,."
videomanagementsoftwarefromaxispartners,the product provides the product provides videomanagementsoftwarefromaxis’partners.,The product provides the product provides videomanagementsoftwarefromAxis’partners.,present,,,missing,,,missing,the product provides the product provides videomanagementsoftwarefromaxis’partners.
videomanagementsystems,the product provides the product provides videomanagementsystems.,The product provides the product provides Videomanagementsystems.,present,,,missing,,,missing,the product provides the product provides videomanagementsystems.
videostreaming,the product provides the product provides videostreaming.,The product provides the product provides Videostreaming.,present,,,missing,,,missing,the product provides the product provides videostreaming.
videostreamingindicator,the product provides the product provides videostreamingindicator.,The product provides the product provides Videostreamingindicator.,present,,,missing,,,missing,the product provides the product provides videostreamingindicator.
videotunedformaximalforensicusability,the product provides the product provides videotunedformaximalforensicusability.,The product provides the product provides videotunedformaximalforensicusability.,present,,,missing,,,missing,the product provides the product provides videotunedformaximalforensicusability.
viewbasedon_432657_43923,,,missing,the product provides the product provides viewbasedon mp (4:3)26°–57° (4:3)9°–23°.,The product provides the product provides ViewBasedon MP (4:3)26°–57° (4:3)9°–23°.,present,,,missing,the product provides the product provides viewbasedon mp (4:3)26°–57° (4:3)9°–23°.
viewing_station_license_pricing_newcapacity_increase,,,missing,,,missing,the product provides viewing station license pricing (new/capacity increase).,The product provides viewing Station License pricing (New/Capacity Increase).,present,the product provides viewing station license pricing (new/capacity increase).
viewing_station_license_pricing_renewal,,,missing,,,missing,the product provides viewing station license pricing (renewal).,The product provides viewing Station License pricing (Renewal).,present,the product provides viewing station license pricing (renewal).
viewing_station_pricing,,,missing,,,missing,the product provides viewing station pricing.,The product provides viewing Station pricing.,present,the product provides viewing station pricing.
visibility_necessary,,,missing,,,missing,the product provides visibility is necessary.,The product provides visibility is necessary.,present,the product provides visibility is necessary.
vx52hw_vx52_viewing_station_499,,,missing,,,missing,the product provides vx52-hw vx52 viewing station $499.,The product provides vX52-HW VX52 Viewing Station $499.,present,the product provides vx52-hw vx52 viewing station $499.
warranty,the product provides the product provides warranty.,The product provides the product provides Warranty.,present,,,missing,,,missing,the product provides the product provides warranty.
warranty_limited5yearwarrantyavigiloncomwarranty,,,missing,the product provides the product provides warranty limited5yearwarranty(avigilon.com/warranty).,The product provides the product provides Warranty Limited5YearWarranty(avigilon.com/warranty).,present,,,missing,the product provides the product provides warranty limited5yearwarranty(avigilon.com/warranty).
wdr_lightcatcher_technology_lens_analytics_hdsm,,,missing,the product provides the product provides mp wdr lightcatcher technology lens ir analytics hdsm smartcodec microphone.,The product provides the product provides MP WDR LIGHTCATCHER TECHNOLOGY LENS IR ANALYTICS HDSM SMARTCODEC MICROPHONE.,present,,,missing,the product provides the product provides mp wdr lightcatcher technology lens ir analytics hdsm smartcodec microphone.
wdroff,,,missing,the product provides the product provides wdroff.,The product provides the product provides WDROff.,present,,,missing,the product provides the product provides wdroff.
wdron,,,missing,the product provides the product provides wdron.,The product provides the product provides WDROn.,present,,,missing,the product provides the product provides wdron.
wdron_iec62676,,,missing,the product provides the product provides wdron (iec62676).,The product provides the product provides WDROn (IEC62676).,present,,,missing,the product provides the product provides wdron (iec62676).
wdron_upto106dbdualexposure30fpsupto136db_upto130dbdualexposure30fps,,,missing,"the product provides the product provides wdron upto106db(dualexposure,30fps)upto136db upto130db(dualexposure,30fps).","The product provides the product provides WDROn Upto106dB(dualexposure,30fps)Upto136dB Upto130dB(dualexposure,30fps).",present,,,missing,"the product provides the product provides wdron upto106db(dualexposure,30fps)upto136db upto130db(dualexposure,30fps)."
wdron_upto120dbdualexposure30fpsupto144db_upto144dbdualexposure20fpsorless,,,missing,"the product provides the product provides wdron upto120db(dualexposure,30fps)upto144db upto144db(dualexposure,20fpsorless).","The product provides the product provides WDROn Upto120dB(dualexposure,30fps)Upto144dB Upto144dB(dualexposure,20fpsorless).",present,,,missing,"the product provides the product provides wdron upto120db(dualexposure,30fps)upto144db upto144db(dualexposure,20fpsorless)."
weight,the product provides the product provides weight.,The product provides the product provides Weight.,present,,,missing,,,missing,the product provides the product provides weight.
weight_body_aluminum_plastic_dome_trim,,,missing,,,missing,"the product provides weight body aluminum, plastic dome trim.","The product provides weight Body Aluminum, plastic dome trim.",present,"the product provides weight body aluminum, plastic dome trim."
weight_indoor_121kg266lbs_183kg403lbs_163kg359lbs,,,missing,the product provides the product provides weight indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,The product provides the product provides Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,present,,,missing,the product provides the product provides weight indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.
werecommendamaximumof3uniquevideostreamspercameraorchannelforoptimizeduserexperiencenetworkbandwidthandstorage,"the product provides the product provides 1. werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage.","The product provides the product provides 1. Werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage.",present,,,missing,,,missing,"the product provides the product provides 1. werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage."
whereitoriginated,the product provides the product provides whereitoriginated.,The product provides the product provides whereitoriginated.,present,,,missing,,,missing,the product provides the product provides whereitoriginated.
whitebalance_automaticmanual,,,missing,"the product provides the product provides whitebalance automatic,manual.","The product provides the product provides WhiteBalance Automatic,Manual.",present,,,missing,"the product provides the product provides whitebalance automatic,manual."
widedynamicrange,the product provides the product provides widedynamicrange.,The product provides the product provides Widedynamicrange.,present,,,missing,,,missing,the product provides the product provides widedynamicrange.
